text,label,source
young man calm down na the funny thing is most of their customers are not even on twitter let alone seeing this april fool im very sure you sef no dey use itel,negative,v3_mixed
dis woman selfbubu no get una time na u go tireu went to south africa in the middle of it and did u appear sad at all,negative,v3_mixed
e don dey set,positive,v3_mixed
this na the networking people dey talk about babe don network enter money be like na to dey go party o,positive,v3_mixed
invite me come ibadan baba e don tey i chop ewa ati bread,positive,v3_mixed
am not even sure of what will kill someone again corona dey outside hunger dey inside konji dey inside inside‍,negative,v3_mixed
na that one dem dey see you fine meal oleey,negative,v3_mixed
"I think, the order sharp no be small and I hope e improve soon.",positive,v3_mixed
why you come dey vex like na you get the shop and the food na,negative,v3_mixed
"No lie, the lecture need verification.",neutral,v3_mixed
my dear e fit be oooo cos that year i de confused,negative,v3_mixed
"Even if the app slow small, I still dey satisfied",positive,negation_handcrafted
i never chop belle full na,negative,v3_mixed
"Omo, the trip sharp no be small although people for office smile.",positive,v3_mixed
"Honestly, the exam keep crashing.",negative,v3_mixed
she get money na if na us dem go dey pursue us to go lool shes enjoying o,positive,v3_mixed
"My guy, the platform sharp no be small because people for office smile.",positive,v3_mixed
"Abeg, the passport office no work at all and people for office smile.",negative,v3_mixed
I regret using this driver,negative,v3_mixed
twitter omo e don tey o,positive,v3_mixed
you no dey engage like before again e dey anger me,negative,v3_mixed
crop top lovers i don bring wetin you sabi available in ml andxl was now send a dm to order,positive,v3_mixed
"Meanwhile, the school portal I register yesterday and dem promise fix am tomorrow.",neutral,v3_mixed
early momo this monday na fingering dey top naija trend list god abeg oo,neutral,v3_mixed
south shout to all the jos bloggers wey no dey post artists wey no dey dem area fuck yall is the next big thing outa jos,negative,v3_mixed
"Omo, the app price change small although dem promise fix am tomorrow.",neutral,v3_mixed
I no enjoy waiting this long for a ride.,negative,negation_contrastive_v6
dem go soon copy tacha surname join their own make e nor surprise una ooo,neutral,v3_mixed
"No lie, the passport office na correct one and everything smooth.",positive,v3_mixed
you sef should help me beg our single brothers wey don too tey as bachelors to follow your steps na,positive,v3_mixed
"Yesterday, the result make me lose money but people for office smile.",negative,v3_mixed
when you go enter villa follow ichida before oye sef enter ‍️ you drive dey go awka abi nibo ‍️,neutral,v3_mixed
My account was updated after the transfer.,neutral,curated_contrastive_v5
"Na true say, the call I go recommend am and I still dey wait.",positive,v3_mixed
I enjoy the delivery experience.,positive,negation_contrastive_v6
i hear say wahala don burst na who go there go chook am pin,negative,v3_mixed
I like the design and the product itself.,positive,targeted_negation_v7
"For real, the ride keep crashing although I no get problem again.",negative,v3_mixed
bros this ur counting don dey enter half a million oko muma mu fara ne,neutral,v3_mixed
"Today, the soup sharp no be small but dem promise fix am tomorrow.",positive,v3_mixed
"Sha, the electricity na pure wahala and I fit use am every day.",negative,v3_mixed
I like this network well well,positive,v3_mixed
e get why and im glad chelsea did,positive,v3_mixed
"Today, the soup frustrate me because people for office smile.",negative,v3_mixed
I don't know yet.,neutral,curated_contrastive_v5
"Sha, the airtime price change small because nothing special happen.",neutral,v3_mixed
las las u go dey alright,positive,v3_mixed
i jus dey feel dis and biko meanwhile if you bring your own oh or you want make we help you go anyone we dey our sweet~belle go be to make sure say,positive,v3_mixed
naija as e dey hot,positive,v3_mixed
missing home like say e don tey gra katsina,negative,v3_mixed
my whole life in one song shey make we drop am help repostshare abeg as my helpersponsor fit dey your timeline incoming teamseunrunzyfans runzytv,negative,v3_mixed
even the man wife dey vex for am e heart na stone,negative,v3_mixed
mo daran where dem dey change gender plix,negative,v3_mixed
"I think, the delivery surpass my expectation.",positive,v3_mixed
"Abeg, the bill waste my time although I still dey wait.",negative,v3_mixed
lmao jose mourinho and his supporters go dey alright abeg im just glad hes not my problem anymore make i just see how we fit start this agenda to get pochettino in,positive,v3_mixed
"Meanwhile, the rice open by 8am although I still dey wait.",neutral,v3_mixed
"Chai, the passport office sharp no be small.",positive,v3_mixed
masquerade wey say e won dance before say e no de dance again rest jhur,negative,v3_mixed
lol na this ya guy dey talk say fire service come late to iponri fire when dem com reach hose too short e come say i no get sense on top after i call am out,negative,v3_mixed
"For real, the lecture be under maintenance because nothing special happen.",neutral,v3_mixed
me self wey read am just dey here dey laugh,positive,v3_mixed
oooh baby please please she no be average her body na savage keshi baby rora shea dia dia ko roraah,neutral,v3_mixed
"Abeg, the app keep crashing but I hope e improve soon.",negative,v3_mixed
"My guy, the appointment be under maintenance but dem promise fix am tomorrow.",neutral,v3_mixed
"Omo, the water send notification.",neutral,v3_mixed
d insect way dey eat leaf na inside leaf e dey stay in other,negative,v3_mixed
i don dey reason am,neutral,v3_mixed
"Honestly, the app customer care help me quick but I no get problem again.",positive,v3_mixed
i don shoot my shot na you be the reward na me win your heart oh i go claim all your love i go claim all your oh i will definitely sing this to the loml very soon,positive,v3_mixed
tonybut wait ooif riversuntd cant draw against kccad supposed weakln in d groupna who dem go fit drawaway,negative,v3_mixed
i don go follow and patiently waiting for her for apple music should i blow powder before you notice me abeg na,positive,v3_mixed
if dem allow us comot after this whole corona various ish i fit no enter house back till after like three days,positive,v3_mixed
i won dey see money from where una dey see money,positive,v3_mixed
i trust you na na this kind thing you dey like explain,positive,v3_mixed
"Sha, the agency customer care help me quick although nothing special happen.",positive,v3_mixed
"Sha, the service customer care no answer and I no get problem again.",negative,v3_mixed
wait na lalana una dey talk of or van dijk,neutral,v3_mixed
the choir was singing ‍️ na why no get required points for ielts,negative,v3_mixed
im telling you now i dont wear clothes till afternoon anymore na to remove wash and im looking for strong perfume because ehn,negative,v3_mixed
"For real, the cart open by 8am.",neutral,v3_mixed
abeg make una dey shake their leg,positive,v3_mixed
"Chai, the tax office surpass my expectation and dem promise fix am tomorrow.",positive,v3_mixed
where una dey see this money this morning you don chop goat meat,positive,v3_mixed
"For real, the restaurant price change small but I still dey wait.",neutral,v3_mixed
like bro i don wait for this fight tire dem don too postpone am,negative,v3_mixed
which kind soup una dey chop you people are suffering oh,negative,v3_mixed
"Omo, the delivery deserve five stars and dem promise fix am tomorrow.",positive,v3_mixed
all these na famzing dem wan cause quarrel bw baba and prof it wee nor work,negative,v3_mixed
god send helpers to me dis new weekcant be eating like dis im in ur hands oh lord,negative,v3_mixed
dey go dey do like say na only them be student na dere cds i dey for service i dey always change am for them ni,negative,v3_mixed
u don run comot poultry,negative,v3_mixed
see my baby na,positive,v3_mixed
everybody dey bring out all the nigerians when dey their clubs if una prayer really dey work we for win world cup,negative,v3_mixed
"Honestly, the result save my time but I hope e improve soon.",positive,v3_mixed
to construct message dis twitter dey always hard,negative,v3_mixed
sur kini survey firm pele oooo i can imagine me wey dey work for bank sef if customer carry us waka like this i go dey cry inside ni,negative,v3_mixed
"Abeg, the electricity dey vex me because I fit use am every day.",negative,v3_mixed
what is he locking it down for shebi na the jumaat prayer and easter service na im dey more important our brain go soon correct,negative,v3_mixed
"No lie, the clinic na pure wahala and I no get problem again.",negative,v3_mixed
omo dey cook abeg im not saying this because i like spaghetti the food make brain kindly patronize my bestie,positive,v3_mixed
arsenal abeg vex pull out biko,negative,v3_mixed
na money dem dey find na,positive,v3_mixed
na make as u dey grind make u still dey watchso pepper no go enter another man eyes,positive,v3_mixed
nna ehhh wetin vector talk wey bust una brain sigh,negative,v3_mixed
swear kayode no fit make am again ooo nah + den call this thing nah wetin concern us with gossip,negative,v3_mixed
na okocha teach ronaldinho how to dribble go watch the best of okocha you go see him ball ronaldinho just dey copy am but na true sha,positive,v3_mixed
wait first the man na lawyer or na by force say him must speak haba,negative,v3_mixed
"My guy, the teacher no work at all.",negative,v3_mixed
u dey sure of wetin u dey talk so o girl,negative,v3_mixed
"I think, the NIN service keep crashing because my family notice am too.",negative,v3_mixed
e be like that first time aproko doc shoot shot at amaka dem been dey date since wedding already love a we met on twitter love story,positive,v3_mixed
pls when is it gonna be my turn i need to get food stuffs for my parents pls na beg i dey beg first bank ezechukwu paschal c,positive,v3_mixed
kenin fit don sharpaly decide our fate for pm make we know whether we dey rebet or not i dey comot that busta sha i fear berankis,neutral,v3_mixed
why are my followers reducing na followers wey never reach come go dey reduce good morning,negative,v3_mixed
"Omo, the platform I go recommend am because everything smooth.",positive,v3_mixed
this one na gbedu wey dey ja pata we no get time we dey da pada sucess cover your hat calling you iconic woman wey no dey wear fake smile ahn ahn tell me tell me,positive,v3_mixed
but seriously all these females oap in enugu need to stop all this plenty english when theyre on air️ e no fit some of una at all,negative,v3_mixed
"Abeg, the bill surpass my expectation.",positive,v3_mixed
I liked the product.,positive,targeted_negation_v7
"Abeg, the platform no work at all.",negative,v3_mixed
"Na true say, the NIN service surpass my expectation so I no get problem again.",positive,v3_mixed
lmao na fat e dey give no be person e dey kill,negative,v3_mixed
"Omo, the lecture customer care no answer so I fit use am every day.",negative,v3_mixed
abeg which ones be natural again because nwoke dey run anything o,neutral,v3_mixed
"Meanwhile, the tax office customer care no answer and nothing special happen.",negative,v3_mixed
I am satisfied and the package came complete.,positive,negation_contrastive_v6
if e come fast wahala dy be that naa,negative,v3_mixed
am a little gangster wit de best star u can test if u r wit tester visits,positive,v3_mixed
why dis all the timeunah go dey commot small change from person account like nah unah put am therese e wa ohk sha,negative,v3_mixed
make this people rest nau shuu how una wan take surprise the world wen una never ft surprise us abeg obongowo chill,negative,v3_mixed
lol kilode now i dey my dey please dey your dey oo,negative,v3_mixed
I no like the quality.,negative,targeted_negation_v7
"This morning, the bus na pure wahala but dem promise fix am tomorrow.",negative,v3_mixed
wetin dey happen make rose dey calm down,negative,v3_mixed
i don dey twitter for long like or retweet i no get mke una still show me love so dat me go feel at home,positive,v3_mixed
I have only taken one ride so far.,neutral,negation_contrastive_v6
"Abeg, the delivery na correct one.",positive,v3_mixed
"Chai, the result keep crashing so I hope e improve soon.",negative,v3_mixed
"No lie, the NIN service sharp no be small although my family notice am too.",positive,v3_mixed
"See ehn, the food surpass my expectation and e better pass before.",positive,v3_mixed
i nor understand oh i dont watch bbn but wetin this erica give una chop sef,negative,v3_mixed
"The product no bad at all, I like am.",positive,targeted_negation_v7
"This morning, the ride too slow because nothing special happen.",negative,v3_mixed
one of my neighbors like this just imagine noise of gen wey dem dey use muscle on,negative,v3_mixed
abeg e dont count my own,positive,v3_mixed
lmao uniben shopping complex na h guy some people dey cut h for my side i know someone that cuts h dey there,positive,v3_mixed
why e be say na slim babes dey get brain take study nursing you beautiful n brainy,positive,v3_mixed
"Yesterday, the rice sharp no be small and everything smooth.",positive,v3_mixed
sometimes i dont like the fact that im not outspoken beyen beyen na last minute i dey always change am for people,negative,v3_mixed
"See ehn, the restaurant price change small.",neutral,v3_mixed
you don dey ment me wan dey near nice smelling man nao,positive,v3_mixed
all this girls for this office go still dey pamper me like say i still be baby them no knw say i fit gv them belle bt i dey enjoy am sha,negative,v3_mixed
aa i dey like this i don comot my hand for anything virtual betting,negative,v3_mixed
ee show for ur skinsee as u they glow like kilodena person pikin be this,positive,v3_mixed
say na university dey make person get plenty money,neutral,v3_mixed
police are our friends i just gave them a lift thank god dem no ask for money i be wan sneeze small make i see weather dem go run leave their gus in my car,positive,v3_mixed
our last born name na ilias but people dey call am iliyasu na my name fine pass habeebllah,positive,v3_mixed
"For real, the call I register yesterday.",neutral,v3_mixed
abeg this country don tire me laikdis ooooo‍️‍️‍️,negative,v3_mixed
k wey no go reach anything na y some no dey come office during the previous money back in sch playing whot like k don go on the spot,negative,v3_mixed
"I think, the mobile banking I go recommend am.",positive,v3_mixed
benin don cast walai see wetin dey sup broad daylight and dem even dey record am tueeehhh,negative,v3_mixed
"Omo, the app open by 8am.",neutral,v3_mixed
"Sha, the electricity make me lose money so I no get problem again.",negative,v3_mixed
help me na so i fit join you for the hantec i dey try dey bip ur aza try for me too na me too wan fx,positive,v3_mixed
st frame guy im not having anybody over except we intimate cause na naked i go dey waka,positive,v3_mixed
buh some don dey drive for ages and nothing changed,neutral,v3_mixed
"Na true say, the soup need verification.",neutral,v3_mixed
dem fit na sabi people,positive,v3_mixed
wetin be that cry im dying here please nawa o na by force,negative,v3_mixed
anytime someone says im coming to visit i get anxiety i really hate to have visitors around i dont like to visit too just dey your dey make i dey my dey,negative,v3_mixed
"Honestly, the agency disappoint me because nothing special happen.",negative,v3_mixed
as i dey like this na like say make i just dey drive go elegushi straight just dey till like,positive,v3_mixed
so ur part of dem too see d way dem dey shout for here too,negative,v3_mixed
"My guy, the school portal customer care no answer.",negative,v3_mixed
"For real, the tax office price change small.",neutral,v3_mixed
"Sha, the food surpass my expectation because I hope e improve soon.",positive,v3_mixed
"Omo, the wallet I go recommend am.",positive,v3_mixed
never call me fine girl first i just wan tell you say in case you see any message or call from lapo abeg no dy rude to them na me use your name and number do guarantor asaba delta state,negative,v3_mixed
"For real, the water customer care help me quick although dem promise fix am tomorrow.",positive,v3_mixed
you ever cook something so amazing that even you sef dey greet yourselfchaii gbagbe yvonne you sabi jollof rice no be small,positive,v3_mixed
"No lie, the Bolt price change small.",neutral,v3_mixed
una dey always wan form devils advocate reach out to her richard,negative,v3_mixed
"Abeg, the payment customer care no answer although people for office smile.",negative,v3_mixed
"This morning, the taxi sharp no be small and everything smooth.",positive,v3_mixed
for what abeg abeg ó we have moved passed that he should stay with the lohl as my girl said,negative,v3_mixed
"This morning, the package keep crashing.",negative,v3_mixed
wetin lucy don nack for head again,negative,v3_mixed
"See ehn, the data bundle no work at all.",negative,v3_mixed
as you dey buy gifts for your girlfriend abeg dey try buy for your mother too god bless you my son still better pass awwwn baby,positive,v3_mixed
we dey wait for the menu we need to serve these guys as e dey hot,positive,v3_mixed
"E no bad, I sha like how e dey work",positive,negation_handcrafted
i fit the bill venus look my side na,positive,v3_mixed
bros he stole my glasses oo i give am motor make e sell e loot everything inside including this glasses,negative,v3_mixed
brought out soups omo na block industry oh n light no dey sha had to collect meat from stew then add am small banana as i dey struggle to cut out soup,neutral,v3_mixed
no look away na i don comment kpa twitter self go dey reason me say i like give away,negative,v3_mixed
"Na true say, the airtime price change small.",neutral,v3_mixed
he wasnt live oga na de ow brixton performance u de talk say na live,negative,v3_mixed
"Today, the airtime dey sweet me.",positive,v3_mixed
if say as i dey think na so e dey happen ehn na norway i for dey chill like this but here i am unable to sleep because of toothache,positive,v3_mixed
abeg tell dem oo dem even won finish my whatsap status with laycon,negative,v3_mixed
so wetin happen to ur destiny why connection dey run live u whenever una was lie una go dey talk about connection,negative,v3_mixed
good lord in heaven spare me bad energy and bad vibes ya allah help me i gats to use others bad situation as my prayer point so wetin dey shele to dem no go shele to me,negative,v3_mixed
i know say when you finish person go wan drink the picture,positive,v3_mixed
she don come again d beans pack sef don burst trowey,negative,v3_mixed
The product no expensive and I recommend it.,positive,negation_contrastive_v6
"For real, the Bolt I register yesterday and I hope e improve soon.",neutral,v3_mixed
everything i do e just dey penetrate ooo ay lol,positive,v3_mixed
"Na true say, the 4G too slow and I fit use am every day.",negative,v3_mixed
lmao this brt don climb bump sotey breast don commot for bra,negative,v3_mixed
na my own hustle be this and i dey proud say na film i dey shoot,positive,v3_mixed
na we dey supreme court dey settle since yesterday oooh,positive,v3_mixed
I enjoy the way the seller handled my order.,positive,negation_contrastive_v6
"Na true say, the exam I use am today.",neutral,v3_mixed
"My guy, the package dey sweet me but everything smooth.",positive,v3_mixed
"Abeg, the account open by 8am although I fit use am every day.",neutral,v3_mixed
"Yesterday, the appointment surpass my expectation because I still dey wait.",positive,v3_mixed
e dey pain me cause una get edge over them nobody fit beat una like this,negative,v3_mixed
"See ehn, the teacher close early today and I no get problem again.",neutral,v3_mixed
"Yesterday, the POS work well well.",positive,v3_mixed
bread and groundnut nobi food na for pikin wey hin mama dey sell mama put,negative,v3_mixed
if na me get ball baba all man don play finish be that oh,positive,v3_mixed
las las na god go punish all of una,negative,v3_mixed
"My guy, the lecture make life easy so I still dey wait.",positive,v3_mixed
happy birthday more life more mullauna don prove us say dose born in november can talk ehhh,positive,v3_mixed
e be like na eric brother dey handle this bbnaija handle because i dont understand the jump on this ship since morning,negative,v3_mixed
This thing expensive pass wetin e worth.,negative,curated_contrastive_v5
this smokey jollof rice na harvard standard ahanhn ️,positive,v3_mixed
"Na true say, the agency open by 8am and I hope e improve soon.",neutral,v3_mixed
"My guy, the bus close early today because everything smooth.",neutral,v3_mixed
"Abeg, the POS open by 8am and I fit use am every day.",neutral,v3_mixed
we fit buy am sha for buying sake baba dat guy na giant oo,positive,v3_mixed
"For real, the water dey sweet me but nothing special happen.",positive,v3_mixed
"Chai, the passport office disappoint me and I fit use am every day.",negative,v3_mixed
"Meanwhile, the meter make life easy.",positive,v3_mixed
"Honestly, the result na pure wahala so dem promise fix am tomorrow.",negative,v3_mixed
"No lie, the trip waste my time because everything smooth.",negative,v3_mixed
all these brand builders trying to manage and monitor nengi lifebetter patronize her shoe line cos una noise making don too much from one complaint to another una no dey tire free the girl tufiakwa,negative,v3_mixed
e come be like say na my room be the headquarters of all the mosquitoes wey dey my area overnite i shld av known diz last nytsmhmyself,negative,v3_mixed
"I like the product, e work exactly as expected.",positive,curated_contrastive_v5
but youre very talented sir i no fit whine you na,positive,v3_mixed
lool oh chinwe na that hin chest moves dey burst head that year,positive,v3_mixed
feel like entring beach buh am scared make dem no go carry me away cos d last time na shisha pot dem carry,negative,v3_mixed
"Today, the SIM customer care help me quick although I fit use am every day.",positive,v3_mixed
where uner dey see dis 𝒎𝒐𝒏𝒊,neutral,v3_mixed
its coolest wen money dey,positive,v3_mixed
"For real, the cart open by 8am but e better pass before.",neutral,v3_mixed
"Omo, the airtime na pure wahala although people for office smile.",negative,v3_mixed
money wey i dey manage uba took a whole they took before abeg you people should comman explain to me why,negative,v3_mixed
e don happen again oh somebody use fake alert take pay bride price since morning inlaw never see alert what a wicked world nah d matter we dey settle since morning,negative,v3_mixed
"Yesterday, the SIM no work at all.",negative,v3_mixed
na only me dey department na me be head of unit and team member like say dem carve department for only me work wan kill me,negative,v3_mixed
abi o my brother me don leave my own for god o i no kuku kukuma like wahalla na only me waka come,positive,v3_mixed
hin comment dey look like person wey dey write essay,positive,v3_mixed
grammy award winning artists no do pass wetin dem dey do yall will realise in due time,positive,v3_mixed
"For real, the bill I register yesterday.",neutral,v3_mixed
i just dey observe their stupidity dey laf,negative,v3_mixed
your blood will give no peace to all the police and animals called sars enipa gunugun kii kaadun eni pa akalamagbo gan kii kaasu all of una sars na untimely death dey knock una doors,negative,v3_mixed
dem don carry lolade go date she no de pick my call again naso life be,negative,v3_mixed
simi you don chop block ehen please abeg when are we going out biko,negative,v3_mixed
"Na true say, the cart na correct one because I hope e improve soon.",positive,v3_mixed
no now daboski woman wey sabi no be like dis we plan am o who will give abimbola heat now who will trouble terfas soul this is not fair who will take timothy and justice atinuke for a ride who,negative,v3_mixed
naso this morning i just dey remember the day i play odds wey later enter i just dey imagine say i put like k ontop am boom o ma ti dun ju,positive,v3_mixed
"Yesterday, the teacher need verification because dem promise fix am tomorrow.",neutral,v3_mixed
"Meanwhile, the hospital close early today so I still dey wait.",neutral,v3_mixed
pls obo abeg even if na k transfer for me make manage am on this lockdown abeg ebuka obianozie diamond bank,positive,v3_mixed
"I think, the transfer be under maintenance and my family notice am too.",neutral,v3_mixed
e don dey show ooooo,positive,v3_mixed
"Chai, the ATM de available now but nothing special happen.",neutral,v3_mixed
"I think, the taxi make life easy and I still dey wait.",positive,v3_mixed
"Honestly, the passport office deserve five stars although my family notice am too.",positive,v3_mixed
"Omo, the bank app no work at all but nothing special happen.",negative,v3_mixed
e dey pain dem die,negative,v3_mixed
i swr e get one dey wen na iphone person use do am,positive,v3_mixed
abeg i wan go laugh for arthur eze house o that man dey share big money like mad o,positive,v3_mixed
lol na when we finish sch matter na lolz come make i beat ur age comot your body,negative,v3_mixed
see wetin hunger dey cause na buffet i won type,negative,v3_mixed
yes dear im under blanket the cold wey dey blow for here no be mate with anywhere in the world o,negative,v3_mixed
"Honestly, the bus be under maintenance but I fit use am every day.",neutral,v3_mixed
lol me sef i cant get rid of my coffee habit and fit fam food no dey quench coffee induced hunger,negative,v3_mixed
"I think, the tax office need verification so people for office smile.",neutral,v3_mixed
lmao i dont have any interest in shooting shots at that babe abeg just had to say shes fine cause she is na money i dey find,positive,v3_mixed
my nokia torchlight don dey fall scatter anyhow dem no burn my papa well to throway my note like that oh double standards everywhere,negative,v3_mixed
i don wait for you taya na,negative,v3_mixed
The result make sense to me.,positive,targeted_negation_v7
this girl will just remove her pacifier and then start crying like fam no dey comot am naa no dey allow am fall whats the use of your month old brain ‍️‍️‍️,positive,v3_mixed
"Abeg, the school portal make life easy but my family notice am too.",positive,v3_mixed
"No lie, the transfer process still dey.",neutral,v3_mixed
"I think, the website price change small because people for office smile.",neutral,v3_mixed
na so na so na so,neutral,v3_mixed
"Yesterday, the app customer care no answer because my family notice am too.",negative,v3_mixed
na una type de run like never before,positive,v3_mixed
"Honestly, the rice save my time.",positive,v3_mixed
chop knuckle wa gbayi omo yi you don sabi better food be that preach let them hear,positive,v3_mixed
ph babes don chop am,neutral,v3_mixed
even off campus dem dey wreck,negative,v3_mixed
"This morning, the teacher price change small and I still dey wait.",neutral,v3_mixed
"My guy, the service price change small so I still dey wait.",neutral,v3_mixed
"Meanwhile, the order close early today so I no get problem again.",neutral,v3_mixed
"See ehn, the agency work well well.",positive,v3_mixed
we no dey even vote for anybody again abeg we don try,negative,v3_mixed
"Meanwhile, the cart I go recommend am because e better pass before.",positive,v3_mixed
"Yesterday, the food customer care no answer although I fit use am every day.",negative,v3_mixed
when i wake up am versus when i wake up am na me dey make makeup fine no be makeup dey make me fine × my baba and mama did good,positive,v3_mixed
my girl is trending you people should leave my ceec oo allow her vent na‍️ trasha fans calling ceec bitter is the funniest shit have read today ceec dey learn where odouryewu dey na spartans,positive,v3_mixed
"Omo, the trip I go recommend am because everything smooth.",positive,v3_mixed
as twitter say i no fit follow back peopleagain now wetin dem gain ️,negative,v3_mixed
"Yesterday, the pizza customer care help me quick because dem promise fix am tomorrow.",positive,v3_mixed
the amount of coconut water i have had in this life time i should be on a zero iq if according to my people e nor dey make pikin get sense some myth,negative,v3_mixed
"My guy, the package surpass my expectation.",positive,v3_mixed
be like na only me never use ciao and that tattoo filter,negative,v3_mixed
nothing improves babas cred sef like so alhaji sef dey nak,negative,v3_mixed
if someone had helped me loud this to my dad in e no for be all this one wey dey sup oh,negative,v3_mixed
na so we comot wedding wey we no chop wedding rice thank god for the igbo food vendor down the street all the way from akure to lagos no wedding rice to eat,negative,v3_mixed
okrika wey pass okrika na me be this check out the quality and design correct top lime this you fit wear go anywhere oya follow the process below️️️️ slay on budget shop,positive,v3_mixed
"Abeg, the transfer too slow but I fit use am every day.",negative,v3_mixed
"For real, the seller frustrate me so I still dey wait.",negative,v3_mixed
"Omo, the wallet dey sweet me although I still dey wait.",positive,v3_mixed
na today e don tey wey sand don dey sock water you do anyhow you go see anyhow ooo,positive,v3_mixed
"Omo, the data bundle process still dey so I still dey wait.",neutral,v3_mixed
"Yesterday, the bill customer care no answer so my family notice am too.",negative,v3_mixed
"This morning, the airtime surpass my expectation so everything smooth.",positive,v3_mixed
"Sha, the account too slow although I no get problem again.",negative,v3_mixed
girls with bust size of how una take dey do am just made a jacket and it looks smalllllll im almost scared it wont fit and i used oo,negative,v3_mixed
"My guy, the payment open by 8am so everything smooth.",neutral,v3_mixed
"For real, the electricity send notification although I hope e improve soon.",neutral,v3_mixed
na people like prince back then for boarding school go hide their kelloggs for cupboard follow you dey soak your cabin biscuit dey go,negative,v3_mixed
so all this guys dey see my normal tweets and i go still dey get likes una dey mad,neutral,v3_mixed
wale applause ti fo table from his oau days na him i don sabi say the guy get content,positive,v3_mixed
"Meanwhile, the mobile banking process still dey although everything smooth.",neutral,v3_mixed
"Na true say, the lecture waste my time.",negative,v3_mixed
its ginger tonic hahahahana girls dey form that nonsense pass,negative,v3_mixed
"Today, the doctor be under maintenance and I no get problem again.",neutral,v3_mixed
"No lie, the shawarma waste my time but I no get problem again.",negative,v3_mixed
"Honestly, the website customer care help me quick but I still dey wait.",positive,v3_mixed
"Abeg, the teacher na correct one and I no get problem again.",positive,v3_mixed
na mumu dey do valentine when men dey street de ask for good governance and security,negative,v3_mixed
now now you don reach owerri i think say na ihiagwa you dey,positive,v3_mixed
"This morning, the SIM na correct one so I no get problem again.",positive,v3_mixed
"Chai, the 4G save my time.",positive,v3_mixed
"I think, the network I use am today because I hope e improve soon.",neutral,v3_mixed
gt bank no go finish me k wey i dey managethey comot sms charge still comot vat on top sms charge ‍️,positive,v3_mixed
md talk say she no dey see me for work madam plis its december na night shift i been dey run ive been a very good boy dun sack me,positive,v3_mixed
I have not decided if the price is reasonable.,neutral,targeted_negation_v7
this guy no dey hear cut cut cut the babe sef dey enjoy am gan freaky freaky,positive,v3_mixed
abeg come and buy na i sell laptops and phones iphone and samsung only i sell all brandskind of laptop abeg patronize me im registered cac,negative,v3_mixed
i thought of it too and got disappointed when i heard he was putting akonguyy i wan crybetter song like that you dey ft akon i just dey imagine davidowizkid or burna boy on that song guyyy,negative,v3_mixed
better all those figures they are generating if u never dey vex reach na the suffer level we go dey oh,negative,v3_mixed
"This morning, the account customer care no answer.",negative,v3_mixed
she dey improve he fan base me i dey mentally stressed rn she go come dey put one scam cry emoji,negative,v3_mixed
wahala don happen o them don beat superhero wey come help person fight o,negative,v3_mixed
buhari dis thing wey you dey do no good sha now wizkid dont even want to stay in this country no more,negative,v3_mixed
"For real, the call close early today.",neutral,v3_mixed
just a reminder sabi this work mehnnnnnnnn how human being go just good like this wetn be all these pls give us another mix na abeg na okay give only me abeg na,positive,v3_mixed
"Meanwhile, the passport office send notification although I fit use am every day.",neutral,v3_mixed
"This morning, the clinic close early today.",neutral,v3_mixed
girl i love your color e be like cookie wey don bake,positive,v3_mixed
"Honestly, the rice na correct one.",positive,v3_mixed
u dey craze i dey here dey represent you,negative,v3_mixed
you sef dey act like depe person wey dey collect choc from mary and martha no go don sabi them,negative,v3_mixed
who your birth month help for this lockdown period abeg carry your birth month go one side first make we know wetin dey play for area,negative,v3_mixed
The seller ignored my messages.,negative,curated_contrastive_v5
you people should try and be calming down make e no come touch us wey dey supporters club like this,negative,v3_mixed
"This morning, the pharmacy need verification although everything smooth.",neutral,v3_mixed
where e dey,neutral,v3_mixed
so dog dey pass out how you go blow dog just because hin want bite you dem dey fan bingo dey pour am water person dn go buy milk,positive,v3_mixed
"Today, the pharmacy waste my time and I fit use am every day.",negative,v3_mixed
loool dem don do turkey intl yahoo yahoo,negative,v3_mixed
so i met a big yanch today even collected number sef,positive,v3_mixed
"Chai, the pharmacy I go recommend am so I hope e improve soon.",positive,v3_mixed
you don talk am already na but teema na sure babe no worries on her side na better person she be,positive,v3_mixed
now i can sleep we go dey watch the remaining for youtube later to live streaming e go be,positive,v3_mixed
na so them sabi ooo you think sey na one better money them want withdraw,negative,v3_mixed
forget fine boy in a suit and tie shit don catch you for inside traffic before and the thing be like say e go dey watery,negative,v3_mixed
"Omo, the wallet customer care help me quick.",positive,v3_mixed
ah ha na all join na,negative,v3_mixed
"Today, the tax office disappoint me but my family notice am too.",negative,v3_mixed
"For real, the website na pure wahala but I no get problem again.",negative,v3_mixed
I use the website today,neutral,v3_mixed
lol na so i don see am na girl is beautiful na you get all the control na,positive,v3_mixed
"Chai, the mobile banking keep crashing because I no get problem again.",negative,v3_mixed
mid too na wetin dey pain me pass guy mid,negative,v3_mixed
"Meanwhile, the hospital be under maintenance but I still dey wait.",neutral,v3_mixed
"Honestly, the bill customer care help me quick.",positive,v3_mixed
lmfao abi thunder wan strike this oneso na pm be your resumption and me dey resume am,negative,v3_mixed
see mumu wey wan torment pere how exactly does she intend doing that,negative,v3_mixed
"Na true say, the network save my time.",positive,v3_mixed
fear who never collect fear who never collect na like years dem don dey fear me now thunder fire una with stupid quotes,positive,v3_mixed
